0,11,88,0,058,0
9,139999,11,88,0,058,0
9,24,11,88,0,058,0
9,34,11,88,0,058,0
9,42,11,88,0,058,0
9,52,11,88,0,058,0
9,62,11,88,0,058,0
9,7,11,88,0,058,0
9,8,11,88,0,058,0
9,9,11,88,0,058,0
10,11,88,0,058,0
10,1,11,88,0,058,0
10,18,11,88,0,058,0
10,28,11,88,0,058,0
10,38,11,88,0,058,0
10,48,11,88,0,058,0
10,58,11,88,0,058,0
10,68,11,88,0,058,0
10,78,11,88,0,058,0
10,86,11,88,0,058,0
10,96,11,88,0,058,0
11,06,11,88,0,058,0
11,16,11,88,0,058,0
11,26,11,88,0,058,0
11,36,11,88,0,058,0
11,46,11,88,0,058,0
11,56,11,88,0,058,0
11,66,11,88,0,058,0
11,74,11,88,0,058,0
11,84,11,88,0,058,0
11,94,11,88,0,058,0
12,04,11,88,0,058,0
12,14,11,88,0,058,0
12,24,11,88,0,058,0
12,34,11,88,0,058,0
12,44,11,88,0,058,0
12,54,11,88,0,058,0
12,62,11,88,0,058,0
12,72,11,88,0,058,0
12,82,11,88,0,058,0
12,92,11,88,0,058,0
13,02,11,88,0,058,0
13,12,11,88,0,058,0
13,22,11,88,0,058,0
13,3,11,88,0,058,0
13,4,11,88,0,058,0
13,5,11,88,0,058,0
13,6,11,88,0,058,0
13,7,11,88,0,058,0
13,8,11,88,0,058,0
13,88,11,88,0,058,0
13,98,11,88,0,058,0
14,08,11,88,0,058,0
14,18,11,88,0,058,0
14,28,11,88,0,058,0
14,36,11,88,0,058,0
14,46,11,88,0,058,0
14,56,11,88,0,058,0
14,66,11,88,0,058,0
14,76,11,88,0,058,0
14,86,11,88,0,058,0
14,96,11,88,0,058,0
15,06,11,88,0,058,0
15,16,11,88,0,058,0
15,26,11,88,0,058,0
15,34,11,88,0,058,0
15,44,11,88,0,058,0
15,54,11,88,0,058,0
15,62,11,88,0,058,0
15,72,11,88,0,058,0
15,82,11,88,0,058,0
15,92,11,88,0,058,0
16,11,88,0,058,0
16,1,11,88,0,058,0
16,2,11,88,0,058,0
16,3,11,88,0,058,0
16,38,11,88,0,058,0
16,48,11,88,0,058,0
16,58,11,88,0,058,0
16,68,11,88,0,058,0
16,76,11,88,0,058,0
16,86,11,88,0,058,0
16,96,11,88,0,058,0
17,06,11,88,0,058,0
17,16,11,88,0,058,0
17,26,11,88,0,058,0
17,36,11,88,0,058,0
17,46,11,88,0,058,0
17,54,11,88,0,058,0
17,64,11,88,0,058,0
17,74,11,88,0,058,0
17,84,11,88,0,058,0
17,92,11,88,0,058,0
18,02,11,88,0,058,0
18,12,11,88,0,058,0
18,22,11,88,0,058,0
18,32,11,88,0,058,0
18,4,11,88,0,058,0
18,5,11,88,0,058,0
18,6,11,88,0,058,0
18,7,11,88,0,058,0
18,78,11,88,0,058,0
18,88,11,88,0,058,0
18,98,11,88,0,058,0
19,06,11,88,0,058,0
19,16,11,88,0,058,0
19,26,11,88,0,058,0
19,36,11,88,0,058,0
19,46,11,88,0,058,0
19,56,11,88,0,058,0
19,64,11,88,0,058,0
19,74,11,88,0,058,0
19,84,11,88,0,058,0
19,94,11,88,0,058,0
20,04,11,88,0,058,0
20,14,11,88,0,058,0
20,24,11,88,0,058,0
20,34,11,88,0,058,0
20,42,11,88,0,058,0
20,52,11,88,0,058,0
20,62,11,88,0,058,0
20,72,11,88,0,058,0
